scenario,jour,bloc_30min,power_W,Wh_bloc
Foyer_Standard,7,38,354.1024825821829,177.05124129109146
Foyer_Standard,7,39,314.88728546599515,157.44364273299757
Foyer_Standard,7,40,238.05480630683206,119.02740315341603
Foyer_Standard,7,41,158.9920614605903,79.49603073029515
Foyer_Standard,7,42,136.75536183097827,68.37768091548914
Foyer_Standard,7,43,288.6133875230958,144.3066937615479
Foyer_Standard,7,44,228.63029733064275,114.31514866532137
Foyer_Standard,7,45,161.51212846851465,80.75606423425732
Foyer_Standard,7,46,3.1708271051703036,1.5854135525851518
Foyer_Standard,7,47,0.001,0.0005
